0.0	3315.73	2376.85	4395.7	5230.71	5408.79	2264.09	3291.61	2595.48	5299.28	6642.18	6208.72	4127.66	4838.92	4376.44	4601.81	3646.01	5203.01	3400.49	2595.96	2075.64	4748.13	4654.71	5906.36	3285.95	5961.09	2607.86	4703.13	979.74	5145.33	4868.71	2473.08	4483.97	4949.42	2471.99	4823.81	4788.44	4515.59	3758.04	5849.47	3655.37	3429.99	4772.23	1954.64	3683.7	684.31	4283.05	5502.48	1467.21	2587.38	2580.74	3791.45	3532.86	5612.72	4177.5	3649.31	3727.0	3438.26	3478.91	2442.98	3954.45	2176.74	3220.24	3135.56	4862.1	2858.01	3415.25	5311.5	3438.26	3448.33	3416.1	3314.31	3285.95	2301.32	5052.04	4965.86	3598.36	2525.13	1700.74	3224.25	4929.94	2254.85	3397.02	3634.75	4806.58	4283.05	4798.92	138.29	2606.92	2442.84	3831.33	5471.76	2561.83	3180.57	
3517.8	0.0	1593.67	3716.22	3599.12	2266.45	1570.19	2803.5	1812.3	2156.94	5316.89	4273.58	4225.87	4795.76	1234.1	1459.48	3195.15	4363.62	2563.86	2314.32	3248.63	4704.97	1512.38	3857.65	5457.84	2818.75	2326.22	4659.97	3481.13	4305.94	1726.38	2191.44	2344.16	3898.26	3644.97	1681.47	4353.5	1373.26	615.71	2707.13	3780.97	4031.17	4489.32	3127.62	3147.45	3276.83	2209.22	4755.42	2605.02	3117.23	2299.1	435.57	4386.05	3223.58	1035.17	4502.5	4580.18	5317.9	5546.39	2161.35	2039.47	1895.1	5579.04	2647.45	3913.99	4840.72	1357.48	2169.17	5317.9	1390.56	5458.96	1256.53	5457.84	3474.3	4549.65	4126.47	5752.72	2243.49	2841.83	2597.66	1787.61	1418.22	5585.44	1576.98	3970.34	2209.22	2741.15	3488.67	3779.9	3615.83	2103.06	4449.07	2280.2	5660.21	
2282.83	1493.04	0.0	4601.35	4918.77	3586.1	428.77	3398.42	237.44	3476.59	6636.54	5593.23	4544.86	5256.12	2553.75	2779.13	4090.6	5683.27	803.39	2183.5	2452.59	5165.33	2832.03	5177.3	5011.14	4138.4	2195.4	5120.33	2246.15	5625.59	3046.03	2060.62	3663.81	5217.91	2848.94	3001.12	5205.65	2692.91	1935.36	4026.78	4099.96	3806.94	5189.43	2331.59	3790.51	2041.85	3528.87	5919.68	1808.99	2964.33	2168.28	1968.77	4153.73	4543.23	2354.82	4270.19	4347.87	4871.2	5099.69	2030.52	2399.25	1764.28	5132.34	3242.37	5233.64	2908.85	1860.04	3488.82	4871.2	1893.12	3793.05	1759.1	5011.14	2678.27	5469.24	5446.12	5306.02	2112.67	2077.69	3331.06	3107.26	509.32	3773.97	2079.54	5289.99	3528.87	3243.72	2253.7	2983.87	2819.79	2276.12	5768.72	2149.37	5213.51	
4658.43	2907.39	3736.21	0.0	1955.11	2374.39	3974.3	1339.05	3954.84	1833.16	3366.58	2933.12	852.06	1563.32	2849.24	3074.62	443.41	1927.42	4706.41	3358.27	1829.4	1472.53	3127.52	2630.77	2002.58	2926.69	2082.25	1427.53	4420.07	1869.73	3359.42	3235.39	1341.39	1673.82	2800.93	3296.61	1512.85	3006.3	3042.64	2815.07	407.16	1505.57	1496.64	2560.22	843.47	4166.93	1140.47	2226.88	3601.97	1636.2	3343.05	3076.05	1790.3	2337.12	2668.21	1906.75	1984.43	1844.73	1946.82	3205.29	4940.91	2939.05	2144.16	1166.42	1586.51	5302.99	4258.92	1845.39	1844.73	4292.0	1727.38	4157.97	2002.58	1495.57	1776.44	1690.27	2202.14	3287.44	2838.81	2125.02	3420.64	3560.77	1708.29	4478.42	1530.99	1140.47	5642.59	4782.62	1595.1	1431.02	5137.25	2196.17	3324.14	2104.49	
6070.74	3126.79	4504.19	2193.72	0.0	2593.79	4391.44	3276.31	4722.82	2052.56	1718.03	674.72	2227.76	1775.53	3068.64	3294.02	2694.05	728.37	5450.56	4867.26	3542.23	1684.74	3346.92	1057.83	2924.84	3146.09	4019.51	1720.02	6034.07	464.07	3578.82	4744.38	1843.07	878.03	4513.77	3516.01	1333.28	3225.7	3262.04	1847.09	2600.64	2427.83	1473.2	4273.05	2646.35	5829.77	1708.12	1156.56	5157.96	3573.46	4852.04	3295.45	2712.56	1569.8	2887.61	2829.01	2906.69	3284.44	2869.08	4714.29	5160.31	4448.04	3066.42	3103.68	893.76	6675.26	4478.32	2064.79	3284.44	4511.4	3458.6	4377.37	2924.84	3208.41	1529.43	1106.24	3124.4	4796.43	4776.07	2493.27	3640.04	4304.92	3243.65	4697.81	950.11	1708.12	5861.99	6041.61	3307.94	3143.86	5223.9	1428.85	4833.14	3026.75	
5282.07	2338.11	3715.52	2823.16	2251.1	0.0	3602.76	3137.72	3934.15	1263.89	3968.87	2925.55	3332.81	3447.74	2279.97	2505.35	2302.09	3015.59	4661.89	4078.59	3628.06	3356.95	2558.25	2509.62	4597.04	1470.73	2819.1	3311.95	5245.4	2957.91	757.96	3955.71	1451.1	2550.23	4599.6	2727.34	3005.48	2437.02	2473.36	1359.11	2887.91	3138.11	3141.3	4358.88	2254.39	5041.1	1316.16	3407.39	4369.29	3434.87	4063.37	2506.77	3492.99	3242.0	2098.93	3609.44	3687.13	3643.39	4541.28	3925.61	4371.64	3659.37	3904.53	2965.09	2565.97	5886.59	3689.64	1276.12	3643.39	3722.72	3526.04	3588.7	4597.04	3294.24	3201.63	2778.44	3904.83	4007.76	3575.66	1704.6	819.19	3516.25	3506.96	3909.14	2622.32	1316.16	5073.32	5252.94	3393.76	3229.69	4435.22	3101.05	4044.46	4698.96	
2195.07	1212.07	282.21	4262.5	4637.8	3305.13	0.0	3059.58	500.84	3195.62	6355.57	5312.25	4206.02	4917.28	2272.78	2498.16	3751.76	5402.29	1564.31	1844.65	2364.83	4826.49	2551.05	4896.32	4730.16	3857.43	1856.55	4781.49	2158.39	5344.61	2765.06	1721.77	3382.83	4936.93	2761.18	2720.15	4866.8	2411.94	1654.38	3745.81	3761.12	3719.18	4850.59	2243.83	3451.67	1954.09	3247.89	5580.84	1721.23	2876.57	1829.43	1687.79	5359.34	4262.26	2073.84	5475.79	5553.48	4590.22	4818.71	1691.68	2118.27	1425.43	4851.36	2903.52	4952.67	2821.09	1579.07	3207.85	4590.22	1612.15	4731.29	1478.12	4730.16	2590.51	5130.4	5165.14	5025.05	1773.82	1989.93	2992.22	2826.28	228.34	3686.21	1798.56	5009.02	3247.89	2962.74	2165.94	2896.11	2732.03	1995.14	5487.75	1810.53	4932.53	
4020.4	2993.36	3098.19	1583.97	2630.54	2460.37	3336.28	0.0	3316.82	1919.14	4042.01	3608.55	1527.49	2238.75	2935.22	3160.6	589.4	2602.84	4068.39	2720.25	1619.86	2147.96	3213.49	3306.2	2678.01	3012.67	1444.23	2102.96	3782.05	2545.16	3445.39	2597.36	1427.36	2349.25	2759.31	3382.59	2188.27	3092.27	3128.61	2901.04	1082.59	1297.82	2172.06	2518.59	253.45	3528.91	1226.44	2902.31	2963.94	998.18	2705.03	3162.02	1652.7	2306.78	2754.18	1769.16	1846.84	1803.1	2622.25	2567.27	4622.35	2301.03	2064.24	528.4	2261.93	4664.97	4083.15	1931.36	1803.1	4116.23	1685.76	3982.2	2678.01	1686.92	2451.87	2365.69	2064.55	2649.42	2200.79	778.99	3506.62	2922.75	1666.67	4302.65	2206.42	1226.44	5466.82	4144.6	1944.2	1780.13	4499.23	2871.6	2686.12	2145.42	
2242.23	1594.15	655.27	4560.75	5019.88	3687.21	542.51	3357.82	0.0	3577.7	6737.65	5694.33	4504.26	5215.52	2654.86	2880.24	4050.0	5784.37	2106.65	2142.9	2411.99	5124.73	2933.14	5278.4	5112.25	4239.51	2154.8	5079.73	2205.55	5726.69	3147.14	2020.02	3764.92	5319.01	2808.34	3102.23	5165.05	2794.02	2036.46	4127.89	4059.36	3766.34	5148.83	2290.99	3749.91	2001.25	3629.97	5879.08	1768.39	2923.73	2127.68	2069.87	4113.13	4644.34	2455.93	4229.58	4307.27	4972.3	5200.79	1989.92	2660.61	1723.68	5233.44	3201.77	5334.75	2868.25	2121.41	3589.93	4972.3	2154.49	3752.45	2020.46	5112.25	2637.67	5428.64	5547.22	5407.13	2072.07	2037.09	3290.46	3208.36	770.68	3733.37	2340.91	5183.19	3629.97	3505.08	2213.1	2943.27	2779.19	2537.49	5869.83	2108.77	5314.62	
4018.2	1074.24	2451.65	2594.12	3399.02	2066.35	2338.89	2585.5	2670.28	0.0	5116.78	4073.47	3103.77	4595.65	1016.1	1241.48	2073.05	4163.51	3398.02	2814.72	2231.08	4504.86	1294.38	3657.54	5239.83	2618.64	1555.23	4459.86	3981.53	4105.83	1526.27	2691.84	2144.05	3698.15	4145.37	1463.47	4153.4	1173.15	1209.49	2507.02	2658.87	2909.07	4289.22	3628.02	2025.35	3777.23	2009.11	4555.31	3105.42	2899.22	2799.5	1242.9	3263.95	3023.47	835.06	3380.4	3458.08	5099.89	5328.38	2661.74	3107.76	2395.5	5361.03	2429.44	3713.88	4622.72	2425.77	12.23	5099.89	2458.85	5240.96	2324.83	5239.83	2489.66	4349.55	3926.36	5534.72	2743.89	2311.79	1188.47	1587.5	2252.38	5367.44	2645.27	3770.23	2009.11	3809.45	3989.07	2746.94	2582.86	3171.35	4248.97	2780.59	5442.2	
